Temperature,Dissolved Oxygen,pH,Bio-Chemical Oxygen Demand (mg/L),Faecal Streptococci (MPN/ 100 mL),Nitrate (mg/ L),Faecal Coliform (MPN/ 100 mL),Total Coliform (MPN/ 100 mL),Conductivity (mho/ Cm),WQI,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,aluminium,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,contamination_score,risk_label
19.0,8.9,8.2,0.25,120.0,0.11332868530700317,3.6506582412937387,5.484796933490655,5.093750200806762,32.58445704,7.360640105838258,165.52079725952862,32452.614409143884,7.550700906704114,326.62435345560164,425.3834194953873,15.586810438033126,78.74001566430479,3.662291782852457,0,3.27,0.001,2.69,0.005,5.75,0.15,0.6,1.29,0.04,0.008,0.145,8.47,1.25,0.006,55.4,7.8,0.05,0.33,0.06,0.4494520932720034,0
14.5,8.65,8.05,0.15,100.0,0.1397619423751587,3.1354942159291497,5.303304908059076,4.762173934797756,23.46003155,7.974521648923869,218.69330048866644,18767.65668181348,8.110384501123875,333.7757766108135,364.0982304620487,14.525745697593209,76.48591117965157,4.011718108339787,0,1.35,0.04,0.84,0.002,0.1,0.76,0.17,0.58,0.52,0.52,0.011,18.4,1.49,0.009,21.52,1.3,0.08,0.48,0.08,0.4221711010912105,0
16.0,9.65,8.05,0.4,485.0,0.3852624007906449,5.2548878086207,6.878326468291325,5.099866427824199,32.85586861,7.119824384264552,156.70499334039215,18730.813653342717,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,0,1.88,0.02,2.78,0.008,0.05,0.42,1.0,0.09,0.91,0.91,0.103,4.37,1.95,0.006,22.12,1.97,0.03,0.06,0.05,0.45189915352030874,0
12.25,9.75,8.0,0.3,52.25,0.6418538861723948,1.6094379124341003,4.658710952916121,5.461710913456472,46.99696266,7.080794504276835,150.1749233951362,27331.36196192776,6.838223470687509,299.41578134685847,379.7618348257725,19.370807181232124,76.5099955279583,4.413974182974902,0,4.93,0.04,3.05,0.008,0.7,0.51,1.35,1.07,0.7,0.7,0.101,1.16,1.11,0.008,26.8,5.58,0.09,0.38,0.03,0.4959343534797257,0
11.25,9.65,7.8,0.3,49.25,0.6626879730752367,1.6094379124341003,4.600157644164547,5.334649295795427,41.43189217,7.49623220797336,205.34498215818516,28388.00488673697,5.072557773840631,333.7757766108135,444.6453523327066,13.228311099224529,70.30021264692436,4.777382337225378,0,2.89,0.05,3.77,0.008,5.99,0.54,0.79,0.54,0.2,0.009,0.126,17.56,1.82,0.009,17.54,4.33,0.1,0.05,0.02,0.47933873420761053,0
14.25,10.25,7.7,0.25,52.5,0.5306282510621704,1.6193882432872684,4.663439094112067,5.523458920524919,49.9543681,6.347271760539316,186.73288066057611,41065.23476453935,9.629596276480584,364.4876872467604,516.743281893657,11.53978119153942,75.07161728663777,4.376348290691898,0,0.61,0.03,0.59,0.002,1.94,0.77,1.54,0.62,0.23,0.001,0.017,1.99,1.08,0.007,11.16,0.98,0.01,0.47,0.03,0.504151565590478,0
13.75,8.85,7.54,0.25,59.5,0.5187937934151675,1.6094379124341003,4.787491742782046,5.020585624949423,30.32503834,7.051785800016845,211.04940606054575,30980.600786788866,10.094796011661426,333.7757766108135,315.1412672443021,20.39702184072246,56.65160378979331,4.268428857506186,0,3.47,0.02,0.06,0.001,5.29,0.47,1.08,1.43,0.89,0.89,0.08,1.91,1.2,0.008,0.18,6.89,0.06,0.12,0.08,0.4450919949054809,0
12.65,8.7,7.625,0.3,54.5,0.521765563804325,3.091042453358316,4.700480365792417,5.3981627015177525,44.07282563,9.181560007151536,273.81380665980095,24041.32628006128,6.904989726470096,398.3505168222779,477.9746418621779,13.387340780225545,71.4573622129516,4.503660796179122,0,2.11,0.02,0.88,0.009,7.78,0.88,1.15,0.34,0.85,0.85,0.065,17.86,1.53,0.003,19.4,1.14,0.1,0.4,0.01,0.48642870281312955,0
16.55,8.2,7.9,0.2,20.25,0.262364264467491,1.0986122886681098,3.7256934272366524,5.358941988364472,42.35104235,8.975464347533963,279.3571667700924,19460.398131232112,6.204320858892474,333.7757766108135,431.44398999034894,12.88875905430399,63.82123709666397,2.4360855903052734,0,4.88,0.02,0.36,0.001,1.21,0.68,0.71,0.99,0.75,0.75,0.071,0.31,1.22,0.002,56.7,1.0,0.0,0.41,0.05,0.4796991010344779,0
17.0,8.2,8.1,0.15,24.0,0.4382549309311553,1.3862943611198906,3.8918202981106265,5.382198850528739,43.36769579,7.371050302429531,214.49661045715655,25630.320036999725,4.432669290372123,335.75443859606526,469.9145514792359,12.509163940498697,62.79727715266126,2.5602991476149146,0,4.12,0.02,3.43,0.006,0.01,0.41,1.82,0.22,0.99,0.99,0.108,8.06,1.76,0.005,24.29,0.88,0.1,0.1,0.07,0.48380905672569263,0
16.1,8.05,7.9,0.2,47.5,0.37156355643248307,1.6094379124341003,4.564348191467836,5.384495062789089,43.44803537,7.080794504276835,227.435048351156,22305.56741374141,10.33391788821868,333.7757766108135,554.8200864605433,16.33169328269446,45.38281517787093,4.13342264357917,0,0.68,0.001,0.04,0.006,4.57,0.2,1.18,1.0,0.92,0.92,0.086,9.46,1.41,0.007,21.79,3.05,0.03,0.13,0.08,0.48365038646115277,0
17.55,8.65,7.6,0.2,52.25,0.4700036292457356,1.7047480922384253,4.658710952916121,5.517452896464707,49.606431,6.660212026118103,168.28374685651832,30944.363591242687,5.858769130547582,310.93085831787846,523.6712975009444,17.88423519296481,77.0423180517003,3.7497012410996176,0,1.15,0.02,0.97,0.007,3.47,0.65,1.51,1.46,0.58,0.58,0.061,8.96,1.5,0.004,14.6,1.74,0.03,0.01,0.06,0.5027428053547673,0
11.5,9.65,7.75,0.2,142.5,0.262364264467491,3.979681653901961,5.655991810819852,4.483002552013883,17.85655392,7.080794504276835,215.97785868806776,17107.224225827616,5.607060453087125,326.943977743867,436.2561939726492,14.189062206123708,59.85547582615388,5.459250956028731,0,0.27,0.02,0.55,0.001,3.74,0.12,1.77,0.43,0.8,0.8,0.114,12.69,1.18,0.008,34.64,0.9,0.02,0.16,0.06,0.4060404478572077,0
21.1,8.7,8.0,0.0,1.0,0.4054651081081644,1.0986122886681098,1.0986122886681098,5.3706380281276624,42.88327649,3.902475685915096,196.9032467083208,21167.50009896877,6.996311586298768,333.7757766108135,444.478882506898,16.609033155789916,90.1816758847452,4.528522696326911,0,4.32,0.03,2.6,0.008,7.24,0.61,1.23,1.44,0.56,0.56,0.012,9.42,1.74,0.004,36.23,3.22,0.07,0.18,0.08,0.4821567477242745,0
26.0,8.9,8.0,0.0,6500.0,0.4054651081081644,7.601402334583733,9.472781556562168,5.375278407684165,43.4338253,5.400301780729467,140.7390622511396,17266.593421923077,10.056852484033495,328.3582406986835,472.8740732754293,11.256381166909478,56.9319064457562,4.824786389767524,0,2.36,0.01,0.68,0.003,4.07,0.13,1.34,0.29,0.96,0.96,0.167,15.05,1.92,0.002,56.32,7.99,0.06,0.5,0.06,0.4838093222301858,0
20.0,7.75,7.6,1.05,41.0,0.22314355131420976,3.676300671907076,4.418840607796598,5.3471075307174685,41.88003135,6.514415093251676,198.7673512594561,21218.702871190195,8.67093691991312,323.5963490101317,413.2904500885347,14.899999566696977,79.84784281372556,5.200885076539757,0,3.31,0.03,0.46,0.001,7.22,0.73,1.05,1.0,0.25,0.007,0.109,1.92,1.07,0.001,39.4,0.49,0.04,0.47,0.05,0.4780483768640288,0
21.5,8.15,7.85,1.2,89.75,0.3001045924503381,4.471638793363569,5.195730777772936,5.53338948872752,50.42990031,3.4450618643852127,207.92626018799376,33424.7686784948,8.782147480773485,384.0070058017212,441.7858756739387,13.80590221127079,30.284597198002704,4.184396969028851,0,1.82,0.01,0.85,0.006,2.55,0.25,1.09,1.35,0.16,0.002,0.031,16.99,1.7,0.007,44.76,1.15,0.08,0.26,0.08,0.5041970063824476,0
21.5,8.2,7.7,1.2,60.0,0.22314355131420976,4.23410650459726,4.795790545596741,5.564520407322694,51.99759477,7.080794504276835,145.76818060217258,13224.935638976958,7.906444720606137,304.0019927974152,298.99066649993244,12.729524720542258,49.536848802021865,4.004871127571583,0,3.42,0.001,2.8,0.003,2.87,0.73,0.27,0.53,0.44,0.002,0.11,13.73,1.69,0.009,55.27,3.29,0.04,0.17,0.0,0.5084445496993498,0
21.0,7.95,8.0,1.35,240.0,0.4382549309311553,5.680172609017068,6.175867270105761,5.545177444479562,51.0764992,7.080794504276835,266.4210180681174,26362.965012309312,7.700063469729127,395.3894903418456,364.48010670373776,10.34895075743782,53.00838135392041,3.9915642477993063,0,4.41,0.03,1.76,0.007,6.63,0.62,1.57,0.26,0.69,0.69,0.182,1.49,1.81,0.008,24.91,2.39,0.01,0.2,0.05,0.5069680626744829,0
20.5,7.6,7.75,1.55,337.5,0.5306282510621704,5.929589143389895,6.516193076042964,5.6222108209623896,55.14885741,7.080794504276835,148.15306144508662,15193.41347396722,9.04683270725723,307.01179262256534,563.8047433250861,16.56865556799744,52.67618503420983,6.0381849531835865,0,4.57,0.01,3.04,0.002,2.78,0.72,0.46,1.41,0.08,0.006,0.049,9.64,1.43,0.006,36.57,4.55,0.03,0.19,0.0,0.5197547839005655,0
20.0,7.9,7.55,1.35,217.5,0.5007752879124893,5.707110264748875,6.077642243349034,5.69035945432406,58.98332696,7.181448580829175,209.62560053629045,15196.229987483845,5.994678646449973,338.3364310774872,342.1112862851926,7.92259833302262,71.5379532557936,5.088859989138795,0,1.69,0.001,2.01,0.002,5.87,0.78,1.53,0.87,0.13,0.008,0.079,8.64,1.19,0.007,24.61,7.77,0.06,0.11,0.05,0.5310927044983398,0
20.5,8.3,7.75,1.3,277.5,0.4382549309311553,5.8805329864007,6.320768294250582,5.54907608489522,51.28418977,9.82548990813439,190.7566182870043,19677.892465552013,6.757540731413941,333.7757766108135,452.8362348772383,16.8990378000164,47.08197118577765,2.857472426051184,0,1.87,0.05,3.74,0.008,2.86,0.52,1.03,0.51,0.77,0.77,0.012,1.11,1.55,0.008,20.32,2.21,0.02,0.48,0.04,0.507591914112566,0
20.0,7.8,7.8,1.3,210.0,0.5877866649021191,5.3981627015177525,6.042632833682381,5.543222409643759,50.97599825,10.43329098280438,117.79122955039698,22326.89204571865,8.161504810728331,307.70750861182404,412.9868337903324,12.890708564511783,65.73347838938281,5.057310516515726,0,2.71,0.04,3.02,0.006,4.0,0.17,1.56,0.91,0.38,0.005,0.013,11.0,1.0,0.006,14.16,6.16,0.05,0.05,0.08,0.5075633592213414,0
19.5,8.3,7.7,1.2,187.5,0.37156355643248307,5.153291594497779,5.929589143389895,5.537334267018537,50.64576214,7.414148196336244,235.04453448737107,32555.85253707369,6.845952023844903,387.1753164773568,411.983364167012,10.2448150683598,44.48929725226032,3.160624468232638,0,1.63,0.03,2.54,0.008,4.25,0.74,1.35,1.24,0.12,0.006,0.193,17.29,1.27,0.001,58.15,1.71,0.09,0.44,0.05,0.5052741346119987,0
23.0,8.15,7.7,1.2,187.5,0.5306282510621704,5.442417710521793,5.929589143389895,5.568344503761097,52.26402829,7.080794504276835,232.2804520235321,14787.206264858174,5.474914831733126,333.7757766108135,383.9817230247576,12.16693714505169,86.08072748444091,5.029166724080735,0,0.01,0.001,2.93,0.007,7.75,0.68,1.09,0.0,0.8,0.8,0.091,17.33,1.86,0.001,43.09,3.76,0.09,0.3,0.0,0.5110895232771252,0
9.5,8.85,7.9,0.9,411.5,0.5596157879354227,4.041295341132285,6.714170529909472,7.204892510204673,266.6444468,5.115817063771218,191.95274297485884,19620.545328612152,6.060712994989327,323.8363839136296,441.7483793248687,10.96648615295345,49.23823132273568,3.9020887676437535,0,4.49,0.05,1.87,0.005,4.55,0.32,0.9,0.55,0.3,0.002,0.135,5.23,1.43,0.004,36.52,6.15,0.04,0.16,0.04,1.1547320136296535,1
9.5,8.4,7.6,0.55,409.75,0.5596157879354227,3.0633909220278057,6.709913910530146,7.200797957676014,265.5162229,3.641629777473381,183.9087222618269,24752.072459755404,5.538314133481364,286.0595560492713,456.8600959410411,9.03406675271333,73.5946567566564,3.464353035155024,0,3.52,0.03,2.69,0.006,4.94,0.76,1.85,1.24,0.75,0.75,0.124,1.91,1.0,0.008,24.84,3.19,0.08,0.37,0.06,1.1513465230191475,1
11.25,8.6,7.55,0.6,423.5,0.5794184152316023,4.671893818030999,6.742880635791903,7.186901020411631,261.8833697,5.618064405909149,304.23591211231667,17281.97516841161,6.101083505101921,333.7757766108135,399.47156628109417,12.2650015775136,81.58899245649904,2.8965469413044738,0,4.35,0.02,0.88,0.004,0.64,0.61,0.91,0.42,0.44,0.006,0.107,13.24,1.19,0.009,0.73,0.5,0.04,0.35,0.0,1.140563999795472,1
11.25,8.7,7.6,0.95,452.5,0.5766133643039938,3.8897773964808264,6.80903930604298,7.165879799191592,256.4534562,7.080794504276835,143.45373131192335,19942.27321818484,5.89075458310612,333.7757766108135,427.1306714819022,22.46989198835695,53.12409421895881,2.90756391519334,0,2.51,0.04,1.58,0.002,2.86,0.87,1.88,0.4,0.13,0.004,0.085,11.96,1.35,0.008,46.3,4.7,0.1,0.04,0.05,1.1242532247456622,1
12.0,8.65,7.75,0.95,430.0,0.6259384308664953,3.6082115510464816,6.7580945044277305,7.108244139731541,242.1234217,9.267187530763549,198.614394719096,24683.723566029654,6.110612421393192,328.0775332014693,396.8769490579176,16.471969353155146,30.383314574642014,4.324004645618281,0,2.34,0.03,2.67,0.006,4.3,0.26,0.08,0.34,0.26,0.003,0.146,7.96,1.56,0.006,51.39,2.41,0.09,0.12,0.05,1.081547544513145,1
11.5,8.5,7.9,0.65,70.45,0.5306282510621704,3.4011973816621555,4.955122584165997,7.194061405253987,263.7501467,7.080794504276835,233.8589956912124,11703.923907047854,4.599387943421727,309.03932035276006,349.3996325323045,18.33889254980602,42.67746528271937,3.510004044590529,0,1.71,0.05,3.63,0.006,2.24,0.9,0.22,0.68,0.63,0.63,0.162,11.4,1.83,0.005,42.64,6.14,0.09,0.44,0.06,1.1458730218874238,1
11.5,8.5,7.7,0.7,177.5,0.5596157879354227,3.8918202981106265,5.87493073085203,7.183870715062453,261.0846822,5.331940479018537,194.87406544579957,16658.876503163574,7.993829562375316,316.6751618281669,335.1203984374612,10.180513802631594,59.57271371122687,4.434820257956548,0,3.45,0.01,0.55,0.004,2.4,0.36,0.29,0.51,0.86,0.86,0.048,1.79,1.68,0.005,43.51,5.45,0.07,0.04,0.07,1.1380485154706248,1
17.0,9.85,8.2,0.1,97.5,0.1484200051182733,3.1780538303479458,5.278114659230517,7.069023426578259,232.7794135,7.145771545218821,238.68992851166007,28780.340431632725,6.81402870120907,385.9756504867898,332.0327063306858,11.093163397452656,66.13804474710018,5.182590703980226,0,3.37,0.04,1.86,0.003,2.9,0.84,1.92,1.2,0.32,0.003,0.082,18.91,1.73,0.008,23.6,0.37,0.02,0.46,0.08,1.0506425652160252,1
16.0,9.8,7.85,0.45,125.0,0.2271355725837472,3.1354942159291497,5.5254529391317835,6.523562306149512,135.0744788,9.920691058768153,202.8174830014264,9973.934059208535,6.882248306781502,337.35052910963714,333.19246993768064,23.917601261274967,71.833623959766,4.69070723013249,0,3.13,0.001,0.25,0.001,3.58,0.68,1.29,1.04,0.49,0.001,0.079,15.05,1.09,0.005,23.68,3.39,0.01,0.2,0.03,0.7578909622967324,0
12.0,7.65,7.85,0.25,42.95,0.4574248470388754,3.0155349008501706,4.464758032271346,7.21927594091376,270.4221597,4.758439424671477,183.3494541059977,21568.428779035887,4.731348984614181,333.7757766108135,403.9441682092025,18.66822945752125,66.91240003430596,4.542801461749175,0,0.29,0.02,0.52,0.007,2.99,0.11,1.14,0.36,0.13,0.008,0.071,18.7,1.25,0.004,39.31,2.18,0.04,0.01,0.02,1.165454883370416,1
19.75,9.05,8.3,0.25,112.5,0.09531017980432487,3.349904087274605,5.420534999272286,5.634789603169249,55.73279407,5.702925976824722,216.8504738726152,35606.44017680798,7.1843510891688,333.7757766108135,504.63826042575033,16.140790019197993,77.53618351780308,4.137739016206605,0,1.51,0.02,0.06,0.003,5.71,0.88,1.71,1.42,0.27,0.002,0.103,16.16,1.25,0.006,17.24,2.3,0.07,0.0,0.0,0.5188972012094598,0
20.0,9.7,8.3,0.25,130.0,0.1397619423751587,3.58351893845611,5.564520407322694,4.973279507552487,28.95514187,6.953864225511059,209.6382929790206,10575.18628088936,4.462707246137983,315.60659440039234,391.1843150860056,13.28533391608596,87.39088897956339,3.195710328196264,0,1.09,0.01,2.16,0.001,1.26,0.85,1.59,1.04,0.08,0.007,0.141,6.48,1.43,0.006,44.66,2.67,0.05,0.35,0.08,0.4386986531657615,0
10.35,8.7,7.9,0.7,81.5,0.4382549309311553,3.2771447329921766,5.099866427824199,6.62472901806655,149.4100527,10.68296642580598,173.3754983501208,15758.740621388915,5.570783575394459,307.35258576592696,323.8079132465807,10.0908697516698,78.47278445385454,3.999775381550061,0,0.94,0.01,3.94,0.008,5.38,0.72,0.3,0.52,0.38,0.002,0.131,8.21,1.28,0.005,43.79,4.27,0.06,0.25,0.05,0.8021846334892002,0
10.35,8.75,7.65,0.6,108.5,0.4382549309311553,3.4965075614664802,5.384495062789089,6.61472560020376,147.918346,7.080794504276835,129.89057234567383,34415.853145873094,6.321928990361139,304.5352242338838,470.3291685421987,18.59940992382127,72.40363386888095,4.40558600033858,0,2.68,0.04,3.98,0.002,0.22,0.09,0.54,0.14,0.27,0.004,0.069,8.43,1.84,0.007,21.79,2.91,0.08,0.43,0.09,0.7977075127056278,0
17.5,8.45,7.85,0.0,392.5,1.410986973710262,5.4638318050256105,6.666956792429207,5.998936561946683,80.32884309,8.757257397440991,200.19140044205727,21536.22468744541,4.915101054543186,317.88290049783706,404.7177991564453,13.768323306421337,47.93087187711021,3.6261354416122304,0,0.3,0.001,2.5,0.007,6.11,0.35,1.79,0.89,0.67,0.67,0.136,14.27,1.73,0.006,16.99,4.12,0.09,0.42,0.01,0.6006522384246509,0
18.0,8.4,7.65,0.0,245.0,1.1151415906193203,4.959341999708705,6.19644412779452,5.718671087149952,60.72754744,7.080794504276835,168.38843077429533,27492.30730658781,7.046224797696413,299.8204779108216,383.7950199903258,16.18206649367437,75.72943388991457,3.048057223106976,0,0.23,0.001,3.5,0.002,0.68,0.47,0.54,1.33,0.05,0.001,0.166,11.59,1.2,0.006,28.03,0.92,0.07,0.03,0.08,0.5400172260811459,0
18.0,8.4,7.7,0.0,227.5,1.6956156086751528,4.840242308167575,6.1224928095143865,5.465948207931988,47.49825901,7.80963189801941,100.4576150915831,12013.550628764531,5.212314602065352,247.2008260476431,605.2201243500056,9.611348740011238,66.08417363713342,2.447444463910633,0,2.55,0.04,2.8,0.004,7.7,0.82,0.44,1.2,0.77,0.77,0.112,10.09,1.34,0.001,11.0,1.53,0.01,0.27,0.06,0.5037616603236373,0
19.0,8.5,7.7,1.0,305.0,1.9947003132247452,5.418320158942733,6.415096959171596,5.676753802268282,58.71409555,6.652488090855707,145.0101719190834,19871.788448305862,4.961066380191502,288.0521917368515,545.974993762403,10.942024256012132,71.7274140605346,3.742090426349668,0,0.86,0.04,1.31,0.003,5.47,0.04,1.97,0.59,0.18,0.007,0.169,5.03,1.84,0.004,38.49,7.12,0.07,0.28,0.01,0.5392458392898022,0
19.0,8.1,7.8,1.3,367.5,0.7884573603642702,5.879135362134062,6.601230118728877,5.564520407322694,52.12827035,9.14719705533692,211.71414177764132,11920.610835646206,7.2307947693374,339.7519188007938,527.7089100130407,18.27531210927765,47.63488493437153,3.7945315911032105,0,4.32,0.04,1.98,0.001,7.97,0.32,1.98,0.66,0.06,0.008,0.101,7.22,1.69,0.009,5.2,5.63,0.04,0.12,0.01,0.5122284592936502,0
18.0,5.2,8.0,3.5,0.0,0.0,0.0,0.0,6.0063531596017325,80.65530859,10.560744636218196,181.89336556155357,21783.65103336337,6.991259996238134,340.39037835517297,456.5564021223438,16.48283536696391,34.2520490783523,3.964686350022129,0,0.24,0.04,1.07,0.008,6.19,0.49,0.65,0.9,0.58,0.58,0.093,10.16,1.21,0.003,10.21,5.8,0.05,0.24,0.05,0.24316719640192036,0
18.0,6.45,8.25,5.1,0.0,0.5007752879124893,0.0,0.0,6.042632833682381,83.7904557,7.484254837727466,260.09217257337195,30616.615148853696,9.379133540507624,333.7757766108135,404.6707773281626,15.934483871207078,66.6210265451665,4.781188176562564,0,3.63,0.03,2.79,0.007,4.08,0.81,1.23,0.75,0.79,0.79,0.025,15.92,1.87,0.002,38.51,7.18,0.07,0.45,0.03,0.2555845453942114,0
20.5,6.8,8.15,2.75,0.0,0.18232155679395465,0.0,0.0,5.583496308781699,53.00542019,8.520806572970303,238.3351124555097,28779.6500110336,8.282808464509609,381.6493228718946,481.3188026886131,6.016336609271207,39.09117136225335,3.9406045297946832,0,3.26,0.05,3.86,0.008,2.49,0.51,1.06,0.1,0.84,0.84,0.139,15.88,1.25,0.001,55.98,4.87,0.08,0.02,0.07,0.1612268891725201,0
11.0,8.5,7.6,0.2,0.0,0.0,0.0,0.0,5.081404364984463,32.12328853,4.999413810796919,190.28705014936028,24323.865903045946,7.230164126862036,324.8930378422557,405.3304820275903,8.236557503105303,99.42738491828506,4.460683931737437,0,0.42,0.01,0.65,0.008,0.9,0.83,1.08,0.15,0.23,0.007,0.184,2.67,1.21,0.001,13.9,4.86,0.0,0.21,0.05,0.0973861464629969,0
11.0,8.7,7.65,0.15,0.0,0.0,0.0,0.0,5.075173815233827,31.9303865,7.080794504276835,157.80119355420416,16963.625011737488,8.335618549876713,300.04423428111204,360.99599448807487,12.823860949370784,71.7170050975215,4.405385705659032,0,0.77,0.05,3.45,0.006,4.5,0.04,0.14,1.01,0.42,0.0,0.015,9.11,1.69,0.008,30.41,4.34,0.01,0.35,0.0,0.09680619426304676,0
11.0,8.8,7.5,0.2,0.0,0.0,0.0,0.0,5.059425458265688,31.4368034,7.080794504276835,155.05572682593436,20557.240431752216,8.187319049670325,333.7757766108135,290.18098311050545,16.622255183892094,59.622057462107946,4.089907689677867,0,0.6,0.001,3.53,0.002,0.88,0.64,1.26,0.83,0.77,0.77,0.09,11.38,1.68,0.004,31.6,2.75,0.09,0.24,0.08,0.09532229529165312,0
11.0,8.1,7.75,1.0,0.0,0.0,0.0,0.0,4.66814498514948,21.36861159,3.9060783549561697,233.4028350124758,32144.79993361832,6.9948396173050975,348.3594482139767,269.4490512269393,9.6541256002684,63.74306384016444,3.902879711657464,0,0.58,0.02,1.71,0.007,1.13,0.53,1.34,0.03,0.98,0.98,0.068,10.9,1.45,0.005,2.75,3.81,0.05,0.18,0.02,0.06503946376702989,0
